codigo_subpartida,descripcion
5806400000,"- Cintas sin trama, de hilados o fibras paralelizados y aglutinados"
5807100000,- Tejidos
5807900000,- Los demás
5808100000,- Trenzas en pieza
5808900000,- Los demás
5809000000,"Tejidos de hilos de metal y tejidos de hilados metálicos o de hilados textiles metalizados de la partida 56.05, de los tipos utilizados en prendas de vestir, tapicería o usos similares, no expresados ni comprendidos en otra parte."
5810100000,- Bordados químicos o aéreos y bordados con fondo recortado
5810910000,- - De algodón
5810920000,- - De fibras sintéticas o artificiales
5810990000,- - De las demás materias textiles
5811000000,"Productos textiles acolchados en pieza, constituidos por una o varias capas de materia textil combinadas con una materia de relleno y mantenidas mediante puntadas u otro modo de sujeción, excepto los bordados de la partida 58.10."
5901100000,"- Telas recubiertas de cola o materias amiláceas, de los tipos utilizados para encuadernación, cartonaje, estuchería o usos similares"
5901900000,- Los demás
5902101000,- - Cauchutadas
5902109000,- - Las demás
5902201000,- - Cauchutadas
5902209000,- - Las demás
5902900000,- Las demás
5903100000,- Con poli(cloruro de vinilo)
5903200000,- Con poliuretano
5903900000,- Las demás
5904100000,- Linóleo
5904900000,- Los demás
5905000000,Revestimientos de materia textil para paredes.
5906100000,- Cintas adhesivas de anchura inferior o igual a 20 cm
5906910000,- - De punto
5906991000,- - - Tejidos fabricados con hilados de alta tenacidad de nailon o de otras poliamidas o de poliésteres
5906999010,- - - - Especiales para la fabricación de artículos de caucho
5906999090,- - - - Los demás
5907000000,"Las demás telas impregnadas, recubiertas o revestidas; lienzos pintados para decoraciones de teatro, fondos de estudio o usos análogos."
5908000000,"Mechas de materia textil tejida, trenzada o de punto, para lámparas, hornillos, mecheros, velas o similares; manguitos de incandescencia y tejidos de punto tubulares utilizados para su fabricación, incluso impregnados."
5909000000,"Mangueras para bombas y tubos similares, de materia textil, incluso con armadura o accesorios de otras materias."
5910000000,"Correas transportadoras o de transmisión, de materia textil, incluso impregnadas, recubiertas, revestidas o estratificadas con plástico o reforzadas con metal u otra materia."
5911100000,"- Telas, fieltro y tejidos forrados de fieltro, combinados con una o varias capas de caucho, cuero u otra materia, de los tipos utilizados para la fabricación de guarniciones de cardas y productos análogos para otros usos técnicos, incluidas las cintas de terciopelo impregnadas de caucho para forrar enjulios"
5911200000,"- Gasas y telas para cerner, incluso confeccionadas"
5911310000,- - De peso inferior a 650 g/m2
5911320000,- - De peso superior o igual a 650 g/m2
5911400000,"- Telas filtrantes, tejidos gruesos y capachos de los tipos utilizados en las prensas de aceite o para usos técnicos análogos, incluidos los de cabello"
5911901000,- - Juntas o empaquetaduras
5911909000,- - Los demás
6001100000,- Tejidos «de pelo largo»
6001210000,- - De algodón
6001220000,- - De fibras sintéticas o artificiales
6001290000,- - De las demás materias textiles
6001910000,- - De algodón
6001920000,- - De fibras sintéticas o artificiales
6001990000,- - De las demás materias textiles
6002400000,"- Con un contenido de hilados de elastómeros superior o igual al 5 % en peso, sin hilos de caucho"
6002900000,- Los demás
6003100000,- De lana o pelo fino
6003200000,- De algodón
6003300000,- De fibras sintéticas
6003400000,- De fibras artificiales
6003900000,- Los demás
6004100000,"- Con un contenido de hilados de elastómeros superior o igual al 5 % en peso, sin hilos de caucho"
6004900000,- Los demás
6005210000,- - Crudos o blanqueados
6005220000,- - Teñidos
6005230000,- - Con hilados de distintos colores
6005240000,- - Estampados
6005350000,- - Tejidos mencionados en la Nota 1 de subpartida de este Capítulo
6005360000,"- - Los demás, crudos o blanqueados"
6005370000,"- - Los demás, teñidos"
6005380000,"- - Los demás, con hilados de distintos colores"
6005390000,"- - Los demás, estampados"
6005410000,- - Crudos o blanqueados
6005420000,- - Teñidos
6005430000,- - Con hilados de distintos colores
6005440000,- - Estampados
6005900000,- Los demás
6006100000,- De lana o pelo fino
6006210000,- - Crudos o blanqueados
6006220000,- - Teñidos
6006230000,- - Con hilados de distintos colores
6006240000,- - Estampados
6006310000,- - Crudos o blanqueados
6006320000,- - Teñidos
6006330000,- - Con hilados de distintos colores
6006340000,- - Estampados
6006410000,- - Crudos o blanqueados
6006420000,- - Teñidos
6006430000,- - Con hilados de distintos colores
6006440000,- - Estampados
6006900000,- Los demás
6101200000,- De algodón
6101300000,- De fibras sintéticas o artificiales
6101901000,- - De lana o pelo fino
6101909000,- - Los demás
6102100000,- De lana o pelo fino
6102200000,- De algodón
6102300000,- De fibras sintéticas o artificiales
6102900000,- De las demás materias textiles
6103101000,- - De lana o pelo fino
6103102000,- - De fibras sintéticas
6103109000,- - De las demás materias textiles
6103220000,- - De algodón
6103230000,- - De fibras sintéticas
6103291000,- - - De lana o pelo fino
6103299000,- - - Los demás
6103310000,- - De lana o pelo fino
6103320000,- - De algodón
6103330000,- - De fibras sintéticas
6103390000,- - De las demás materias textiles
6103410000,- - De lana o pelo fino
6103420000,- - De algodón
6103430000,- - De fibras sintéticas
6103490000,- - De las demás materias textiles
6104130000,- - De fibras sintéticas
6104191000,- - - De lana o pelo fino
6104192000,- - - De algodón
6104199000,- - - Los demás
6104220000,- - De algodón
6104230000,- - De fibras sintéticas
6104291000,- - - De lana o pelo fino
6104299000,- - - Los demás
6104310000,- - De lana o pelo fino
6104320000,- - De algodón
6104330000,- - De fibras sintéticas
6104390000,- - De las demás materias textiles
6104410000,- - De lana o pelo fino
6104420000,- - De algodón
6104430000,- - De fibras sintéticas
6104440000,- - De fibras artificiales
6104490000,- - De las demás materias textiles
6104510000,- - De lana o pelo fino
6104520000,- - De algodón
6104530000,- - De fibras sintéticas
6104590000,- - De las demás materias textiles
6104610000,- - De lana o pelo fino
6104620000,- - De algodón
6104630000,- - De fibras sintéticas
6104690000,- - De las demás materias textiles
6105100041,"- - - De tejido teñido de un solo color uniforme, incluido los blanqueados"
6105100042,"- - - De tejido con hilados de distintos colores, con motivos de rayas"
6105100049,- - - Las demás
6105100051,"- - - De tejido teñido de un solo color uniforme, incluido los blanqueados"
6105100052,"- - - De tejido con hilados de distintos colores, con motivos de rayas"
6105100059,- - - Las demás
6105100080,"- - Las demás, para hombres"
6105100091,"- - - Con abertura delantera parcial, con cuello y puño de tejido acanalado elástico"
6105100092,- - - Con cuello y abertura delantera parcial
6105100099,- - - Las demás
6105201000,- - De fibras acrílicas o modacrílicas
6105209000,- - De las demás fibras sintéticas o artificiales
6105900000,- De las demás materias textiles
6106100021,"- - - De tejido teñido de un solo color uniforme, incluidos los blanqueados"
6106100022,"- - - De tejido con hilados de distintos colores, con motivos de rayas"
6106100029,- - - Las demás
6106100031,"- - - De tejido teñido de un solo color uniforme, incluidos los blanqueados"
6106100032,"- - - De tejido con hilados de distintos colores, con motivos de rayas"
6106100039,- - - Las demás
6106100090,- - Las demás
6106200000,- De fibras sintéticas o artificiales
6106900000,- De las demás materias textiles
6107110000,- - De algodón
6107120000,- - De fibras sintéticas o artificiales
6107190000,- - De las demás materias textiles
6107210000,- - De algodón
6107220000,- - De fibras sintéticas o artificiales
6107290000,- - De las demás materias textiles
6107910000,- - De algodón
6107991000,- - - De fibras sintéticas o artificiales
6107999000,- - - Los demás
6108110000,- - De fibras sintéticas o artificiales
6108190000,- - De las demás materias textiles
6108210000,- - De algodón
6108220000,- - De fibras sintéticas o artificiales
6108290000,- - De las demás materias textiles
6108310000,- - De algodón
6108320000,- - De fibras sintéticas o artificiales
6108390000,- - De las demás materias textiles
6108910000,- - De algodón
6108920000,- - De fibras sintéticas o artificiales
6108990000,- - De las demás materias textiles
6109100031,"- - - De tejido teñido de un solo color uniforme, incluidos los blanqueados"
6109100032,"- - - De tejido con hilados de distintos colores, con motivos de rayas"
6109100039,- - - Los demás
6109100041,"- - - De tejido teñido de un solo color uniforme, incluidos los blanqueados"
6109100042,"- - - De tejido con hilados de distintos colores, con motivos de rayas"
6109100049,- - - Los demás
6109100050,- - Camisetas interiores
6109901000,- - De fibras acrílicas o modacrílicas
6109909000,- - Las demás
6110111010,"- - - - Con cuello de cisne («Sous pull», «turtle neck»)"
6110111090,- - - - Los demás
6110112000,- - - Chalecos
6110113000,- - - Cárdigan
6110119010,"- - - - Con cuello de cisne («Sous pull», «turtle neck»)"
6110119090,- - - - Los demás
6110120000,- - De cabra de Cachemira
6110191010,"- - - - Con cuello de cisne («Sous pull», «turtle neck»)"
6110191090,- - - - Los demás
6110192000,- - - Chalecos
6110193000,- - - Cárdigan
6110199010,"- - - - Con cuello de cisne («Sous pull», «turtle neck»)"
6110199090,- - - - Los demás
6110201010,"- - - Con cuello de cisne («Sous pull», «turtle neck»)"
6110201090,- - - Los demás
6110202000,- - Chalecos
6110203000,- - Cárdigan
6110209010,"- - - Con cuello de cisne («Sous pull», «turtle neck»)"
6110209090,- - - Los demás
6110301000,- - De fibras acrílicas o modacrílicas
6110309000,- - Las demás
6110900000,- De las demás materias textiles
6111200000,- De algodón
6111300000,- De fibras sintéticas
6111901000,- - De lana o pelo fino
6111909000,- - Las demás
6112110000,- - De algodón
6112120000,- - De fibras sintéticas
6112190000,- - De las demás materias textiles
6112200000,- Monos (overoles) y conjuntos de esquí
6112310000,- - De fibras sintéticas
6112390000,- - De las demás materias textiles
6112410000,- - De fibras sintéticas
6112490000,- - De las demás materias textiles
6113000000,"Prendas de vestir confeccionadas con tejidos de punto de las partidas 59.03, 59.06 o 59.07."
6114200000,- De algodón
6114300000,- De fibras sintéticas o artificiales
6114901000,- - De lana o pelo fino
6114909000,- - Las demás
6115101000,- - Medias de compresión progresiva
6115109000,- - Las demás
6115210000,"- - De fibras sintéticas, de título inferior a 67 decitex por hilo sencillo"
6115220000,"- - De fibras sintéticas, de título superior o igual a 67 decitex por hilo sencillo"
6115290000,- - De las demás materias textiles
6115301000,- - De fibras sintéticas
6115309000,- - Las demás
6115940000,- - De lana o pelo fino
6115950000,- - De algodón
6115960000,- - De fibras sintéticas
6115990000,- - De las demás materias textiles
6116100000,"- Impregnados, recubiertos, revestidos o estratificados, con plástico o caucho"
6116910000,- - De lana o pelo fino
6116920000,- - De algodón
6116930000,- - De fibras sintéticas
6116990000,- - De las demás materias textiles
6117100000,"- Chales, pañuelos de cuello, bufandas, mantillas, velos y artículos similares"
6117801000,- - Rodilleras y tobilleras
6117802000,- - Corbatas y lazos similares
6117809000,- - Los demás
6117901000,- - De fibras sintéticas o artificiales
6117909000,- - Las demás
6201200000,- De lana o pelo fino
6201300000,- De algodón
6201400000,- De fibras sintéticas o artificiales
6201900000,- De las demás materias textiles
6202200000,- De lana o pelo fino
6202300000,- De algodón
6202400000,- De fibras sintéticas o artificiales
6202900000,- De las demás materias textiles
6203110000,- - De lana o pelo fino
6203120000,- - De fibras sintéticas
6203190000,- - De las demás materias textiles
6203220000,- - De algodón
6203230000,- - De fibras sintéticas
6203291000,- - - De lana o pelo fino
6203299000,- - - Los demás
6203310000,- - De lana o pelo fino
6203320000,- - De algodón
6203330000,- - De fibras sintéticas
6203390000,- - De las demás materias textiles
6203410000,- - De lana o pelo fino
6203421010,- - - - Pantalones largos y pantalones con peto
6203421020,- - - - Pantalones cortos (calzones) y shorts
6203422010,- - - - Pantalones largos y pantalones con peto
6203422020,- - - - Pantalones cortos (calzones) y shorts
6203429010,- - - - Pantalones largos y pantalones con peto
6203429020,- - - - Pantalones cortos (calzones) y shorts
6203430000,- - De fibras sintéticas
6203490000,- - De las demás materias textiles
6204110000,- - De lana o pelo fino
6204120000,- - De algodón
